Subject,Vignette,Face,StoryEmotion,FaceExpression,Acc
19,5,Happy 3 Female.JPG,Happy,Happy,1
19,6,Happy 4 Female.JPG,Sad,Happy,1
19,7,Sad 3 Male.JPG,Sad,Sad,1
19,8,Sad 4 Male.JPG,Happy,Sad,1
19,9,Happy 5 Male.JPG,Happy,Happy,1
19,11,Sad 5 Female.JPG,Sad,Sad,1
19,12,Sad 6 Female.JPG,Happy,Sad,1
19,13,Happy 7 Female.JPG,Happy,Happy,1
19,14,Happy 8 Female.JPG,Sad,Happy,1
19,15,Sad 7 Male.JPG,Sad,Sad,1
19,16,Sad 8 Male.JPG,Happy,Sad,1
19,17,Happy 9 Male.JPG,Happy,Happy,1
19,18,Happy 10 Male.JPG,Sad,Happy,1
19,19,Sad 9 Female.JPG,Sad,Sad,1
19,20,Sad 10 Female.JPG,Happy,Sad,1
19,21,Happy 11 Female.JPG,Happy,Happy,1
19,22,Happy 12 Female.JPG,Sad,Happy,1
19,23,Sad 11 Male.JPG,Sad,Sad,1
19,24,Sad 12 Male.JPG,Happy,Sad,1
19,25,Happy 13 Male.JPG,Happy,Happy,1
19,26,Happy 14 Male.JPG,Sad,Happy,1
19,27,Sad 13 Female.JPG,Sad,Sad,1
19,28,Sad 14 Female.JPG,Happy,Sad,1
19,29,Happy 15 Female.JPG,Happy,Happy,1
19,31,Sad 15 Male.JPG,Sad,Sad,1
19,32,Sad 16 Male.JPG,Happy,Sad,1
20,1,Happy 1 Male.JPG,Happy,Happy,1
20,2,Happy 2 Male.JPG,Sad,Happy,1
20,3,Sad 1 Female.JPG,Sad,Sad,1
20,4,Sad 2 Female.JPG,Happy,Sad,1
20,5,Happy 3 Female.JPG,Happy,Happy,1
20,6,Happy 4 Female.JPG,Sad,Happy,1
20,8,Sad 4 Male.JPG,Happy,Sad,1
20,9,Happy 5 Male.JPG,Happy,Happy,1
20,10,Happy 6 Male.JPG,Sad,Happy,1
20,11,Sad 5 Female.JPG,Sad,Sad,1
20,12,Sad 6 Female.JPG,Happy,Sad,1
20,13,Happy 7 Female.JPG,Happy,Happy,1
20,14,Happy 8 Female.JPG,Sad,Happy,1
20,15,Sad 7 Male.JPG,Sad,Sad,1
20,18,Happy 10 Male.JPG,Sad,Happy,1
20,19,Sad 9 Female.JPG,Sad,Sad,1
20,21,Happy 11 Female.JPG,Happy,Happy,1
20,23,Sad 11 Male.JPG,Sad,Sad,1
20,25,Happy 13 Male.JPG,Happy,Happy,1
20,26,Happy 14 Male.JPG,Sad,Happy,1
20,27,Sad 13 Female.JPG,Sad,Sad,1
20,28,Sad 14 Female.JPG,Happy,Sad,1
20,29,Happy 15 Female.JPG,Happy,Happy,1
20,30,Happy 16 Female.JPG,Sad,Happy,1
20,31,Sad 15 Male.JPG,Sad,Sad,1
20,32,Sad 16 Male.JPG,Happy,Sad,1
21,1,Happy 1 Male.JPG,Happy,Happy,1
21,2,Happy 2 Male.JPG,Sad,Happy,1
21,3,Sad 1 Female.JPG,Sad,Sad,1
21,4,Sad 2 Female.JPG,Happy,Sad,1
21,5,Happy 3 Female.JPG,Happy,Happy,1
21,6,Happy 4 Female.JPG,Sad,Happy,1
21,7,Sad 3 Male.JPG,Sad,Sad,1
21,8,Sad 4 Male.JPG,Happy,Sad,1
21,9,Happy 5 Male.JPG,Happy,Happy,1
21,10,Happy 6 Male.JPG,Sad,Happy,1
21,11,Sad 5 Female.JPG,Sad,Sad,1
21,12,Sad 6 Female.JPG,Happy,Sad,1
21,13,Happy 7 Female.JPG,Happy,Happy,1
21,14,Happy 8 Female.JPG,Sad,Happy,1
21,15,Sad 7 Male.JPG,Sad,Sad,1
21,16,Sad 8 Male.JPG,Happy,Sad,1
21,17,Happy 9 Male.JPG,Happy,Happy,1
21,18,Happy 10 Male.JPG,Sad,Happy,1
21,19,Sad 9 Female.JPG,Sad,Sad,1
21,20,Sad 10 Female.JPG,Happy,Sad,1
21,21,Happy 11 Female.JPG,Happy,Happy,1
21,22,Happy 12 Female.JPG,Sad,Happy,1
21,23,Sad 11 Male.JPG,Sad,Sad,1
21,24,Sad 12 Male.JPG,Happy,Sad,1
21,25,Happy 13 Male.JPG,Happy,Happy,1
21,26,Happy 14 Male.JPG,Sad,Happy,1
21,27,Sad 13 Female.JPG,Sad,Sad,1
21,28,Sad 14 Female.JPG,Happy,Sad,1
21,29,Happy 15 Female.JPG,Happy,Happy,1
21,30,Happy 16 Female.JPG,Sad,Happy,1
21,31,Sad 15 Male.JPG,Sad,Sad,1
21,32,Sad 16 Male.JPG,Happy,Sad,1
22,1,Sad 3 Male.JPG,Happy,Sad,1
22,2,Sad 4 Male.JPG,Sad,Sad,1
22,3,Happy 3 Female.JPG,Sad,Happy,1
22,5,Sad 1 Female.JPG,Happy,Sad,1
22,6,Sad 2 Female.JPG,Sad,Sad,1
22,7,Happy 1 Male.JPG,Sad,Happy,1
22,8,Happy 2 Male.JPG,Happy,Happy,1
22,9,Sad 7 Male.JPG,Happy,Sad,1
22,10,Sad 8 Male.JPG,Sad,Sad,1
22,11,Happy 7 Female.JPG,Sad,Happy,1
22,12,Happy 8 Female.JPG,Happy,Happy,1
22,13,Sad 5 Female.JPG,Happy,Sad,1
22,14,Sad 6 Female.JPG,Sad,Sad,1
22,15,Happy 5 Male.JPG,Sad,Happy,1
22,16,Happy 6 Male.JPG,Happy,Happy,1
22,18,Sad 12 Male.JPG,Sad,Sad,1
22,19,Happy 11 Female.JPG,Sad,Happy,1
22,20,Happy 12 Female.JPG,Happy,Happy,1
22,21,Sad 9 Female.JPG,Happy,Sad,1
22,22,Sad 10 Female.JPG,Sad,Sad,1
22,25,Sad 15 Male.JPG,Happy,Sad,1
22,26,Sad 16 Male.JPG,Sad,Sad,1
22,27,Happy 15 Female.JPG,Sad,Happy,1
22,28,Happy 16 Female.JPG,Happy,Happy,1
22,29,Sad 13 Female.JPG,Happy,Sad,1
22,30,Sad 14 Female.JPG,Sad,Sad,1
22,31,Happy 13 Male.JPG ,Sad,Happy,1
22,32,Happy 14 Male.JPG,Happy,Happy,1
26,1,Sad 3 Male.JPG,Happy,Sad,1
26,2,Sad 4 Male.JPG,Sad,Sad,1
26,3,Happy 3 Female.JPG,Sad,Happy,1
26,4,Happy 4 Female.JPG,Happy,Happy,1
26,5,Sad 1 Female.JPG,Happy,Sad,0
26,6,Sad 2 Female.JPG,Sad,Sad,1
26,8,Happy 2 Male.JPG,Happy,Happy,1
26,9,Sad 7 Male.JPG,Happy,Sad,1
26,11,Happy 7 Female.JPG,Sad,Happy,1
26,12,Happy 8 Female.JPG,Happy,Happy,1
26,13,Sad 5 Female.JPG,Happy,Sad,1
26,14,Sad 6 Female.JPG,Sad,Sad,1
26,16,Happy 6 Male.JPG,Happy,Happy,1
26,17,Sad 11 Male.JPG,Happy,Sad,1
26,18,Sad 12 Male.JPG,Sad,Sad,1
26,19,Happy 11 Female.JPG,Sad,Happy,0
26,20,Happy 12 Female.JPG,Happy,Happy,1
26,21,Sad 9 Female.JPG,Happy,Sad,1
26,22,Sad 10 Female.JPG,Sad,Sad,1
26,23,Happy 9 Male.JPG,Sad,Happy,1
26,24,Happy 10 Male.JPG,Happy,Happy,1
26,25,Sad 15 Male.JPG,Happy,Sad,1
26,27,Happy 15 Female.JPG,Sad,Happy,1
26,28,Happy 16 Female.JPG,Happy,Happy,1
26,29,Sad 13 Female.JPG,Happy,Sad,1
26,30,Sad 14 Female.JPG,Sad,Sad,1
26,31,Happy 13 Male.JPG ,Sad,Happy,1
26,32,Happy 14 Male.JPG,Happy,Happy,0
27,1,Sad 3 Male.JPG,Happy,Sad,1
27,2,Sad 4 Male.JPG,Sad,Sad,1
27,3,Happy 3 Female.JPG,Sad,Happy,1
27,4,Happy 4 Female.JPG,Happy,Happy,1
27,5,Sad 1 Female.JPG,Happy,Sad,1
27,6,Sad 2 Female.JPG,Sad,Sad,1
27,7,Happy 1 Male.JPG,Sad,Happy,1
27,8,Happy 2 Male.JPG,Happy,Happy,1
27,9,Sad 7 Male.JPG,Happy,Sad,1
27,10,Sad 8 Male.JPG,Sad,Sad,1
27,11,Happy 7 Female.JPG,Sad,Happy,1
27,12,Happy 8 Female.JPG,Happy,Happy,1
27,13,Sad 5 Female.JPG,Happy,Sad,1
27,14,Sad 6 Female.JPG,Sad,Sad,1
27,15,Happy 5 Male.JPG,Sad,Happy,1
27,16,Happy 6 Male.JPG,Happy,Happy,1
27,17,Sad 11 Male.JPG,Happy,Sad,0
27,18,Sad 12 Male.JPG,Sad,Sad,1
27,19,Happy 11 Female.JPG,Sad,Happy,1
27,21,Sad 9 Female.JPG,Happy,Sad,1
27,22,Sad 10 Female.JPG,Sad,Sad,1
27,23,Happy 9 Male.JPG,Sad,Happy,1
27,24,Happy 10 Male.JPG,Happy,Happy,1
27,25,Sad 15 Male.JPG,Happy,Sad,1
27,26,Sad 16 Male.JPG,Sad,Sad,1
27,27,Happy 15 Female.JPG,Sad,Happy,1
27,28,Happy 16 Female.JPG,Happy,Happy,1
27,29,Sad 13 Female.JPG,Happy,Sad,1
27,30,Sad 14 Female.JPG,Sad,Sad,1
27,31,Happy 13 Male.JPG ,Sad,Happy,1
27,32,Happy 14 Male.JPG,Happy,Happy,1
28,1,Sad 3 Male.JPG,Happy,Sad,1
28,2,Sad 4 Male.JPG,Sad,Sad,1
28,3,Happy 3 Female.JPG,Sad,Happy,0
28,4,Happy 4 Female.JPG,Happy,Happy,1
28,6,Sad 2 Female.JPG,Sad,Sad,1
28,7,Happy 1 Male.JPG,Sad,Happy,0
28,8,Happy 2 Male.JPG,Happy,Happy,1
28,9,Sad 7 Male.JPG,Happy,Sad,1
28,11,Happy 7 Female.JPG,Sad,Happy,1
28,12,Happy 8 Female.JPG,Happy,Happy,1
28,13,Sad 5 Female.JPG,Happy,Sad,1
28,15,Happy 5 Male.JPG,Sad,Happy,1
28,16,Happy 6 Male.JPG,Happy,Happy,1
28,17,Sad 11 Male.JPG,Happy,Sad,1
28,18,Sad 12 Male.JPG,Sad,Sad,1
28,19,Happy 11 Female.JPG,Sad,Happy,1
28,20,Happy 12 Female.JPG,Happy,Happy,1
28,21,Sad 9 Female.JPG,Happy,Sad,1
28,22,Sad 10 Female.JPG,Sad,Sad,1
28,23,Happy 9 Male.JPG,Sad,Happy,1
28,24,Happy 10 Male.JPG,Happy,Happy,1
28,25,Sad 15 Male.JPG,Happy,Sad,1
28,26,Sad 16 Male.JPG,Sad,Sad,1
28,27,Happy 15 Female.JPG,Sad,Happy,1
28,28,Happy 16 Female.JPG,Happy,Happy,0
28,29,Sad 13 Female.JPG,Happy,Sad,1
28,30,Sad 14 Female.JPG,Sad,Sad,1
28,32,Happy 14 Male.JPG,Happy,Happy,0
29,1,Happy 1 Male.JPG,Happy,Happy,1
29,2,Happy 2 Male.JPG,Sad,Happy,1
29,3,Sad 1 Female.JPG,Sad,Sad,1
29,4,Sad 2 Female.JPG,Happy,Sad,1
29,5,Happy 3 Female.JPG,Happy,Happy,1
29,6,Happy 4 Female.JPG,Sad,Happy,1
29,7,Sad 3 Male.JPG,Sad,Sad,1
29,8,Sad 4 Male.JPG,Happy,Sad,1
29,9,Happy 5 Male.JPG,Happy,Happy,1
29,10,Happy 6 Male.JPG,Sad,Happy,1
29,11,Sad 5 Female.JPG,Sad,Sad,1
29,12,Sad 6 Female.JPG,Happy,Sad,1
29,13,Happy 7 Female.JPG,Happy,Happy,1
29,14,Happy 8 Female.JPG,Sad,Happy,1
29,15,Sad 7 Male.JPG,Sad,Sad,1
29,17,Happy 9 Male.JPG,Happy,Happy,1
29,18,Happy 10 Male.JPG,Sad,Happy,1
29,19,Sad 9 Female.JPG,Sad,Sad,1
29,20,Sad 10 Female.JPG,Happy,Sad,1
29,21,Happy 11 Female.JPG,Happy,Happy,1
29,22,Happy 12 Female.JPG,Sad,Happy,1
29,23,Sad 11 Male.JPG,Sad,Sad,1
29,24,Sad 12 Male.JPG,Happy,Sad,1
29,25,Happy 13 Male.JPG,Happy,Happy,1
29,26,Happy 14 Male.JPG,Sad,Happy,1
29,27,Sad 13 Female.JPG,Sad,Sad,1
29,29,Happy 15 Female.JPG,Happy,Happy,1
29,30,Happy 16 Female.JPG,Sad,Happy,1
29,31,Sad 15 Male.JPG,Sad,Sad,1
29,32,Sad 16 Male.JPG,Happy,Sad,1
30,1,Happy 1 Male.JPG,Happy,Happy,1
30,2,Happy 2 Male.JPG,Sad,Happy,1
30,3,Sad 1 Female.JPG,Sad,Sad,1
30,4,Sad 2 Female.JPG,Happy,Sad,1
30,5,Happy 3 Female.JPG,Happy,Happy,1
30,6,Happy 4 Female.JPG,Sad,Happy,1
30,7,Sad 3 Male.JPG,Sad,Sad,1
30,8,Sad 4 Male.JPG,Happy,Sad,1
30,10,Happy 6 Male.JPG,Sad,Happy,1
30,11,Sad 5 Female.JPG,Sad,Sad,1
30,12,Sad 6 Female.JPG,Happy,Sad,1
30,13,Happy 7 Female.JPG,Happy,Happy,1
30,14,Happy 8 Female.JPG,Sad,Happy,1
30,15,Sad 7 Male.JPG,Sad,Sad,1
30,16,Sad 8 Male.JPG,Happy,Sad,1
30,17,Happy 9 Male.JPG,Happy,Happy,1
30,18,Happy 10 Male.JPG,Sad,Happy,1
30,19,Sad 9 Female.JPG,Sad,Sad,1
30,20,Sad 10 Female.JPG,Happy,Sad,1
30,21,Happy 11 Female.JPG,Happy,Happy,1
30,22,Happy 12 Female.JPG,Sad,Happy,1
30,23,Sad 11 Male.JPG,Sad,Sad,1
30,24,Sad 12 Male.JPG,Happy,Sad,1
30,25,Happy 13 Male.JPG,Happy,Happy,1
30,27,Sad 13 Female.JPG,Sad,Sad,1
30,28,Sad 14 Female.JPG,Happy,Sad,1
30,29,Happy 15 Female.JPG,Happy,Happy,1
30,30,Happy 16 Female.JPG,Sad,Happy,1
30,31,Sad 15 Male.JPG,Sad,Sad,1
30,32,Sad 16 Male.JPG,Happy,Sad,1
31,1,Happy 1 Male.JPG,Happy,Happy,1
31,2,Happy 2 Male.JPG,Sad,Happy,1
31,3,Sad 1 Female.JPG,Sad,Sad,1
31,4,Sad 2 Female.JPG,Happy,Sad,1
31,5,Happy 3 Female.JPG,Happy,Happy,1
31,6,Happy 4 Female.JPG,Sad,Happy,1
31,7,Sad 3 Male.JPG,Sad,Sad,1
31,8,Sad 4 Male.JPG,Happy,Sad,1
31,9,Happy 5 Male.JPG,Happy,Happy,1
31,10,Happy 6 Male.JPG,Sad,Happy,1
31,11,Sad 5 Female.JPG,Sad,Sad,1
31,13,Happy 7 Female.JPG,Happy,Happy,1
31,14,Happy 8 Female.JPG,Sad,Happy,0
31,15,Sad 7 Male.JPG,Sad,Sad,1
31,16,Sad 8 Male.JPG,Happy,Sad,1
31,17,Happy 9 Male.JPG,Happy,Happy,1
31,18,Happy 10 Male.JPG,Sad,Happy,1
31,19,Sad 9 Female.JPG,Sad,Sad,1
31,20,Sad 10 Female.JPG,Happy,Sad,1
31,21,Happy 11 Female.JPG,Happy,Happy,1
31,22,Happy 12 Female.JPG,Sad,Happy,1
31,23,Sad 11 Male.JPG,Sad,Sad,1
31,24,Sad 12 Male.JPG,Happy,Sad,1
31,25,Happy 13 Male.JPG,Happy,Happy,1
31,26,Happy 14 Male.JPG,Sad,Happy,1
31,27,Sad 13 Female.JPG,Sad,Sad,1
31,28,Sad 14 Female.JPG,Happy,Sad,1
31,29,Happy 15 Female.JPG,Happy,Happy,1
31,30,Happy 16 Female.JPG,Sad,Happy,1
31,31,Sad 15 Male.JPG,Sad,Sad,1
31,32,Sad 16 Male.JPG,Happy,Sad,1
32,1,Happy 1 Male.JPG,Happy,Happy,1
32,3,Sad 1 Female.JPG,Sad,Sad,1
32,4,Sad 2 Female.JPG,Happy,Sad,1
32,5,Happy 3 Female.JPG,Happy,Happy,1
32,7,Sad 3 Male.JPG,Sad,Sad,1
32,8,Sad 4 Male.JPG,Happy,Sad,1
32,9,Happy 5 Male.JPG,Happy,Happy,1
32,10,Happy 6 Male.JPG,Sad,Happy,1
32,11,Sad 5 Female.JPG,Sad,Sad,1
32,12,Sad 6 Female.JPG,Happy,Sad,1
32,14,Happy 8 Female.JPG,Sad,Happy,1
32,15,Sad 7 Male.JPG,Sad,Sad,1
32,16,Sad 8 Male.JPG,Happy,Sad,1
32,17,Happy 9 Male.JPG,Happy,Happy,1
32,18,Happy 10 Male.JPG,Sad,Happy,1
32,19,Sad 9 Female.JPG,Sad,Sad,1
32,20,Sad 10 Female.JPG,Happy,Sad,1
32,21,Happy 11 Female.JPG,Happy,Happy,1
32,22,Happy 12 Female.JPG,Sad,Happy,1
32,23,Sad 11 Male.JPG,Sad,Sad,1
32,24,Sad 12 Male.JPG,Happy,Sad,1
32,25,Happy 13 Male.JPG,Happy,Happy,1
32,26,Happy 14 Male.JPG,Sad,Happy,1
32,27,Sad 13 Female.JPG,Sad,Sad,1
32,28,Sad 14 Female.JPG,Happy,Sad,1
32,29,Happy 15 Female.JPG,Happy,Happy,1
32,30,Happy 16 Female.JPG,Sad,Happy,1
32,31,Sad 15 Male.JPG,Sad,Sad,1
32,32,Sad 16 Male.JPG,Happy,Sad,1
34,1,Sad 3 Male.JPG,Happy,Sad,1
34,2,Sad 4 Male.JPG,Sad,Sad,1
34,3,Happy 3 Female.JPG,Sad,Happy,1
34,4,Happy 4 Female.JPG,Happy,Happy,1
34,5,Sad 1 Female.JPG,Happy,Sad,1
34,6,Sad 2 Female.JPG,Sad,Sad,1
34,7,Happy 1 Male.JPG,Sad,Happy,1
34,8,Happy 2 Male.JPG,Happy,Happy,1
34,11,Happy 7 Female.JPG,Sad,Happy,1
34,12,Happy 8 Female.JPG,Happy,Happy,1
34,13,Sad 5 Female.JPG,Happy,Sad,1
34,14,Sad 6 Female.JPG,Sad,Sad,1
34,15,Happy 5 Male.JPG,Sad,Happy,1
34,17,Sad 11 Male.JPG,Happy,Sad,1
34,18,Sad 12 Male.JPG,Sad,Sad,0
34,19,Happy 11 Female.JPG,Sad,Happy,1
34,20,Happy 12 Female.JPG,Happy,Happy,1
34,21,Sad 9 Female.JPG,Happy,Sad,1
34,22,Sad 10 Female.JPG,Sad,Sad,1
34,23,Happy 9 Male.JPG,Sad,Happy,1
34,24,Happy 10 Male.JPG,Happy,Happy,1
34,25,Sad 15 Male.JPG,Happy,Sad,1
34,26,Sad 16 Male.JPG,Sad,Sad,1
34,27,Happy 15 Female.JPG,Sad,Happy,0
34,28,Happy 16 Female.JPG,Happy,Happy,1
34,30,Sad 14 Female.JPG,Sad,Sad,1
34,31,Happy 13 Male.JPG ,Sad,Happy,1
34,32,Happy 14 Male.JPG,Happy,Happy,0
36,1,Sad 3 Male.JPG,Happy,Sad,1
36,2,Sad 4 Male.JPG,Sad,Sad,1
36,3,Happy 3 Female.JPG,Sad,Happy,1
36,4,Happy 4 Female.JPG,Happy,Happy,1
36,5,Sad 1 Female.JPG,Happy,Sad,1
36,6,Sad 2 Female.JPG,Sad,Sad,1
36,7,Happy 1 Male.JPG,Sad,Happy,1
36,8,Happy 2 Male.JPG,Happy,Happy,1
36,9,Sad 7 Male.JPG,Happy,Sad,1
36,10,Sad 8 Male.JPG,Sad,Sad,1
36,11,Happy 7 Female.JPG,Sad,Happy,1
36,12,Happy 8 Female.JPG,Happy,Happy,1
36,13,Sad 5 Female.JPG,Happy,Sad,1
36,14,Sad 6 Female.JPG,Sad,Sad,1
36,15,Happy 5 Male.JPG,Sad,Happy,1
36,16,Happy 6 Male.JPG,Happy,Happy,1
36,17,Sad 11 Male.JPG,Happy,Sad,1
36,18,Sad 12 Male.JPG,Sad,Sad,1
36,19,Happy 11 Female.JPG,Sad,Happy,1
36,20,Happy 12 Female.JPG,Happy,Happy,1
36,21,Sad 9 Female.JPG,Happy,Sad,1
36,23,Happy 9 Male.JPG,Sad,Happy,1
36,24,Happy 10 Male.JPG,Happy,Happy,1
36,25,Sad 15 Male.JPG,Happy,Sad,1
36,26,Sad 16 Male.JPG,Sad,Sad,1
36,27,Happy 15 Female.JPG,Sad,Happy,1
36,28,Happy 16 Female.JPG,Happy,Happy,1
36,29,Sad 13 Female.JPG,Happy,Sad,1
36,30,Sad 14 Female.JPG,Sad,Sad,1
36,31,Happy 13 Male.JPG ,Sad,Happy,1
36,32,Happy 14 Male.JPG,Happy,Happy,1
37,1,Sad 3 Male.JPG,Happy,Sad,1
37,2,Sad 4 Male.JPG,Sad,Sad,1
37,3,Happy 3 Female.JPG,Sad,Happy,1
37,4,Happy 4 Female.JPG,Happy,Happy,1
37,5,Sad 1 Female.JPG,Happy,Sad,1
37,6,Sad 2 Female.JPG,Sad,Sad,1
37,7,Happy 1 Male.JPG,Sad,Happy,1
37,8,Happy 2 Male.JPG,Happy,Happy,1
37,9,Sad 7 Male.JPG,Happy,Sad,1
37,10,Sad 8 Male.JPG,Sad,Sad,1
37,11,Happy 7 Female.JPG,Sad,Happy,1
37,12,Happy 8 Female.JPG,Happy,Happy,1
37,13,Sad 5 Female.JPG,Happy,Sad,1
37,14,Sad 6 Female.JPG,Sad,Sad,1
37,15,Happy 5 Male.JPG,Sad,Happy,1
37,16,Happy 6 Male.JPG,Happy,Happy,1
37,17,Sad 11 Male.JPG,Happy,Sad,1
37,18,Sad 12 Male.JPG,Sad,Sad,1
37,19,Happy 11 Female.JPG,Sad,Happy,1
37,20,Happy 12 Female.JPG,Happy,Happy,1
37,21,Sad 9 Female.JPG,Happy,Sad,1
37,22,Sad 10 Female.JPG,Sad,Sad,1
37,23,Happy 9 Male.JPG,Sad,Happy,0
37,24,Happy 10 Male.JPG,Happy,Happy,1
37,25,Sad 15 Male.JPG,Happy,Sad,1
37,26,Sad 16 Male.JPG,Sad,Sad,1
37,28,Happy 16 Female.JPG,Happy,Happy,1
37,29,Sad 13 Female.JPG,Happy,Sad,1
37,30,Sad 14 Female.JPG,Sad,Sad,1
37,31,Happy 13 Male.JPG ,Sad,Happy,1
37,32,Happy 14 Male.JPG,Happy,Happy,1
49,1,Sad 3 Male.JPG,Happy,Sad,1
49,2,Sad 4 Male.JPG,Sad,Sad,0
49,3,Happy 3 Female.JPG,Sad,Happy,1
49,5,Sad 1 Female.JPG,Happy,Sad,1
49,6,Sad 2 Female.JPG,Sad,Sad,1
49,8,Happy 2 Male.JPG,Happy,Happy,1
49,9,Sad 7 Male.JPG,Happy,Sad,0
49,10,Sad 8 Male.JPG,Sad,Sad,1
49,11,Happy 7 Female.JPG,Sad,Happy,1
49,12,Happy 8 Female.JPG,Happy,Happy,1
49,13,Sad 5 Female.JPG,Happy,Sad,0
49,14,Sad 6 Female.JPG,Sad,Sad,1
49,15,Happy 5 Male.JPG,Sad,Happy,1
49,16,Happy 6 Male.JPG,Happy,Happy,1
49,17,Sad 11 Male.JPG,Happy,Sad,1
49,18,Sad 12 Male.JPG,Sad,Sad,1
49,19,Happy 11 Female.JPG,Sad,Happy,0
49,20,Happy 12 Female.JPG,Happy,Happy,1
49,21,Sad 9 Female.JPG,Happy,Sad,1
49,22,Sad 10 Female.JPG,Sad,Sad,1
49,25,Sad 15 Male.JPG,Happy,Sad,1
49,26,Sad 16 Male.JPG,Sad,Sad,1
49,27,Happy 15 Female.JPG,Sad,Happy,1
49,28,Happy 16 Female.JPG,Happy,Happy,1
49,29,Sad 13 Female.JPG,Happy,Sad,1
49,30,Sad 14 Female.JPG,Sad,Sad,1
49,31,Happy 13 Male.JPG ,Sad,Happy,1
