Subject,Vignette,Face,Arousal,StoryEmotion,FaceExpression,RT
42,16,Anger 4 Female.JPG,3.17,Anger,Anger,1566
45,16,Anger 4 Female.JPG,3.17,Anger,Anger,2221
46,16,Anger 4 Female.JPG,3.17,Anger,Anger,2496
48,16,Anger 4 Female.JPG,3.17,Anger,Anger,895
50,16,Anger 4 Female.JPG,3.17,Anger,Anger,4342
52,16,Anger 4 Female.JPG,3.17,Anger,Anger,1116
54,16,Anger 4 Female.JPG,3.17,Anger,Anger,1745
55,16,Anger 4 Female.JPG,3.17,Anger,Anger,1192
58,16,Anger 4 Female.JPG,3.17,Anger,Anger,1839
60,16,Anger 4 Female.JPG,3.17,Anger,Anger,853
61,16,Anger 4 Female.JPG,3.17,Anger,Anger,1195
62,16,Anger 4 Female.JPG,3.17,Anger,Anger,1462
70,16,Anger 4 Female.JPG,3.17,Anger,Anger,1077
40,16,Fear 4 Female.JPG,4.08,Anger,Fear,2750
47,16,Fear 4 Female.JPG,4.08,Anger,Fear,2325
51,16,Fear 4 Female.JPG,4.08,Anger,Fear,4896
53,16,Fear 4 Female.JPG,4.08,Anger,Fear,2763
56,16,Fear 4 Female.JPG,4.08,Anger,Fear,2432
59,16,Fear 4 Female.JPG,4.08,Anger,Fear,5903
63,16,Fear 4 Female.JPG,4.08,Anger,Fear,1376
64,16,Fear 4 Female.JPG,4.08,Anger,Fear,3164
65,16,Fear 4 Female.JPG,4.08,Anger,Fear,1192
66,16,Fear 4 Female.JPG,4.08,Anger,Fear,3034
67,16,Fear 4 Female.JPG,4.08,Anger,Fear,2877
68,16,Fear 4 Female.JPG,4.08,Anger,Fear,1176
69,16,Fear 4 Female.JPG,4.08,Anger,Fear,863
71,16,Fear 4 Female.JPG,4.08,Anger,Fear,9652
72,16,Fear 4 Female.JPG,4.08,Anger,Fear,4710
38,17,Anger 5 Male.JPG,3.27,Fear,Fear,4881
39,17,Anger 5 Male.JPG,3.27,Fear,Fear,2694
42,17,Anger 5 Male.JPG,3.27,Fear,Fear,2870
45,17,Anger 5 Male.JPG,3.27,Fear,Fear,3690
46,17,Anger 5 Male.JPG,3.27,Fear,Fear,1738
48,17,Anger 5 Male.JPG,3.27,Fear,Fear,945
50,17,Anger 5 Male.JPG,3.27,Fear,Fear,6088
52,17,Anger 5 Male.JPG,3.27,Fear,Fear,1228
54,17,Anger 5 Male.JPG,3.27,Fear,Fear,1697
55,17,Anger 5 Male.JPG,3.27,Fear,Fear,2936
58,17,Anger 5 Male.JPG,3.27,Fear,Fear,1332
60,17,Anger 5 Male.JPG,3.27,Fear,Fear,562
61,17,Anger 5 Male.JPG,3.27,Fear,Fear,1207
62,17,Anger 5 Male.JPG,3.27,Fear,Fear,3059
70,17,Anger 5 Male.JPG,3.27,Fear,Fear,1689
40,17,Fear 5 Male.JPG,4.62,Fear,Fear,1751
44,17,Fear 5 Male.JPG,4.62,Fear,Fear,1647
47,17,Fear 5 Male.JPG,4.62,Fear,Fear,2430
51,17,Fear 5 Male.JPG,4.62,Fear,Fear,1623
53,17,Fear 5 Male.JPG,4.62,Fear,Fear,2371
56,17,Fear 5 Male.JPG,4.62,Fear,Fear,1352
59,17,Fear 5 Male.JPG,4.62,Fear,Fear,772
64,17,Fear 5 Male.JPG,4.62,Fear,Fear,2489
65,17,Fear 5 Male.JPG,4.62,Fear,Fear,1151
66,17,Fear 5 Male.JPG,4.62,Fear,Fear,1482
67,17,Fear 5 Male.JPG,4.62,Fear,Fear,1571
68,17,Fear 5 Male.JPG,4.62,Fear,Fear,1051
69,17,Fear 5 Male.JPG,4.62,Fear,Fear,882
71,17,Fear 5 Male.JPG,4.62,Fear,Fear,2138
72,17,Fear 5 Male.JPG,4.62,Fear,Fear,4507
38,19,Anger 6 Male.JPG,3.77,Fear,Anger,3423
39,19,Anger 6 Male.JPG,3.77,Fear,Anger,2788
42,19,Anger 6 Male.JPG,3.77,Fear,Anger,4730
45,19,Anger 6 Male.JPG,3.77,Fear,Anger,1451
46,19,Anger 6 Male.JPG,3.77,Fear,Anger,1616
48,19,Anger 6 Male.JPG,3.77,Fear,Anger,1323
52,19,Anger 6 Male.JPG,3.77,Fear,Anger,1561
54,19,Anger 6 Male.JPG,3.77,Fear,Anger,2656
55,19,Anger 6 Male.JPG,3.77,Fear,Anger,3089
57,19,Anger 6 Male.JPG,3.77,Fear,Anger,2100
62,19,Anger 6 Male.JPG,3.77,Fear,Anger,2775
70,19,Anger 6 Male.JPG,3.77,Fear,Anger,1737
40,19,Fear 6 Male.JPG,3.88,Fear,Fear,1785
44,19,Fear 6 Male.JPG,3.88,Fear,Fear,2210
47,19,Fear 6 Male.JPG,3.88,Fear,Fear,1820
51,19,Fear 6 Male.JPG,3.88,Fear,Fear,1566
53,19,Fear 6 Male.JPG,3.88,Fear,Fear,2680
56,19,Fear 6 Male.JPG,3.88,Fear,Fear,991
59,19,Fear 6 Male.JPG,3.88,Fear,Fear,1094
63,19,Fear 6 Male.JPG,3.88,Fear,Fear,1120
64,19,Fear 6 Male.JPG,3.88,Fear,Fear,1384
66,19,Fear 6 Male.JPG,3.88,Fear,Fear,1403
67,19,Fear 6 Male.JPG,3.88,Fear,Fear,1445
68,19,Fear 6 Male.JPG,3.88,Fear,Fear,840
69,19,Fear 6 Male.JPG,3.88,Fear,Fear,1030
71,19,Fear 6 Male.JPG,3.88,Fear,Fear,2871
72,19,Fear 6 Male.JPG,3.88,Fear,Fear,6088
40,20,Anger 6 Male.JPG,3.77,Fear,Anger,1186
47,20,Anger 6 Male.JPG,3.77,Fear,Anger,3012
51,20,Anger 6 Male.JPG,3.77,Fear,Anger,4246
53,20,Anger 6 Male.JPG,3.77,Fear,Anger,2623
56,20,Anger 6 Male.JPG,3.77,Fear,Anger,2274
59,20,Anger 6 Male.JPG,3.77,Fear,Anger,1250
63,20,Anger 6 Male.JPG,3.77,Fear,Anger,1436
64,20,Anger 6 Male.JPG,3.77,Fear,Anger,1937
65,20,Anger 6 Male.JPG,3.77,Fear,Anger,994
66,20,Anger 6 Male.JPG,3.77,Fear,Anger,1225
67,20,Anger 6 Male.JPG,3.77,Fear,Anger,1169
68,20,Anger 6 Male.JPG,3.77,Fear,Anger,1376
69,20,Anger 6 Male.JPG,3.77,Fear,Anger,921
71,20,Anger 6 Male.JPG,3.77,Fear,Anger,3333
72,20,Anger 6 Male.JPG,3.77,Fear,Anger,8473
38,20,Fear 6 Male.JPG,3.88,Fear,Fear,3368
39,20,Fear 6 Male.JPG,3.88,Fear,Fear,3282
42,20,Fear 6 Male.JPG,3.88,Fear,Fear,2011
45,20,Fear 6 Male.JPG,3.88,Fear,Fear,3399
46,20,Fear 6 Male.JPG,3.88,Fear,Fear,2920
48,20,Fear 6 Male.JPG,3.88,Fear,Fear,3652
50,20,Fear 6 Male.JPG,3.88,Fear,Fear,3371
52,20,Fear 6 Male.JPG,3.88,Fear,Fear,1555
54,20,Fear 6 Male.JPG,3.88,Fear,Fear,2044
55,20,Fear 6 Male.JPG,3.88,Fear,Fear,1672
57,20,Fear 6 Male.JPG,3.88,Fear,Fear,3258
58,20,Fear 6 Male.JPG,3.88,Fear,Fear,2665
60,20,Fear 6 Male.JPG,3.88,Fear,Fear,589
62,20,Fear 6 Male.JPG,3.88,Fear,Fear,3379
70,20,Fear 6 Male.JPG,3.88,Fear,Fear,2055
39,21,Anger 7 Male.JPG,3.23,Fear,Anger,2972
45,21,Anger 7 Male.JPG,3.23,Fear,Anger,9479
46,21,Anger 7 Male.JPG,3.23,Fear,Anger,2400
52,21,Anger 7 Male.JPG,3.23,Fear,Anger,1416
55,21,Anger 7 Male.JPG,3.23,Fear,Anger,3124
57,21,Anger 7 Male.JPG,3.23,Fear,Anger,3635
58,21,Anger 7 Male.JPG,3.23,Fear,Anger,2871
60,21,Anger 7 Male.JPG,3.23,Fear,Anger,1010
70,21,Anger 7 Male.JPG,3.23,Fear,Anger,1308
40,21,Fear 7 Male.JPG,3.89,Fear,Fear,1735
44,21,Fear 7 Male.JPG,3.89,Fear,Fear,1293
47,21,Fear 7 Male.JPG,3.89,Fear,Fear,1669
51,21,Fear 7 Male.JPG,3.89,Fear,Fear,1129
53,21,Fear 7 Male.JPG,3.89,Fear,Fear,2372
56,21,Fear 7 Male.JPG,3.89,Fear,Fear,1321
59,21,Fear 7 Male.JPG,3.89,Fear,Fear,806
63,21,Fear 7 Male.JPG,3.89,Fear,Fear,1186
64,21,Fear 7 Male.JPG,3.89,Fear,Fear,1166
65,21,Fear 7 Male.JPG,3.89,Fear,Fear,1280
66,21,Fear 7 Male.JPG,3.89,Fear,Fear,2302
67,21,Fear 7 Male.JPG,3.89,Fear,Fear,1196
69,21,Fear 7 Male.JPG,3.89,Fear,Fear,747
71,21,Fear 7 Male.JPG,3.89,Fear,Fear,2691
72,21,Fear 7 Male.JPG,3.89,Fear,Fear,6088
38,23,Anger 8 Male.JPG,3.3,Fear,Anger,2429
39,23,Anger 8 Male.JPG,3.3,Fear,Anger,1818
42,23,Anger 8 Male.JPG,3.3,Fear,Anger,2586
45,23,Anger 8 Male.JPG,3.3,Fear,Anger,4272
46,23,Anger 8 Male.JPG,3.3,Fear,Anger,1621
48,23,Anger 8 Male.JPG,3.3,Fear,Anger,1679
52,23,Anger 8 Male.JPG,3.3,Fear,Anger,937
54,23,Anger 8 Male.JPG,3.3,Fear,Anger,1679
55,23,Anger 8 Male.JPG,3.3,Fear,Anger,4906
57,23,Anger 8 Male.JPG,3.3,Fear,Anger,3778
58,23,Anger 8 Male.JPG,3.3,Fear,Anger,1299
61,23,Anger 8 Male.JPG,3.3,Fear,Anger,1297
62,23,Anger 8 Male.JPG,3.3,Fear,Anger,3467
70,23,Anger 8 Male.JPG,3.3,Fear,Anger,876
40,23,Fear 8 Male.JPG,3.3,Fear,Fear,1467
44,23,Fear 8 Male.JPG,3.3,Fear,Fear,1706
47,23,Fear 8 Male.JPG,3.3,Fear,Fear,1568
51,23,Fear 8 Male.JPG,3.3,Fear,Fear,2506
53,23,Fear 8 Male.JPG,3.3,Fear,Fear,3408
56,23,Fear 8 Male.JPG,3.3,Fear,Fear,1329
59,23,Fear 8 Male.JPG,3.3,Fear,Fear,1240
63,23,Fear 8 Male.JPG,3.3,Fear,Fear,1120
64,23,Fear 8 Male.JPG,3.3,Fear,Fear,1436
65,23,Fear 8 Male.JPG,3.3,Fear,Fear,1369
66,23,Fear 8 Male.JPG,3.3,Fear,Fear,1373
67,23,Fear 8 Male.JPG,3.3,Fear,Fear,2120
68,23,Fear 8 Male.JPG,3.3,Fear,Fear,1375
69,23,Fear 8 Male.JPG,3.3,Fear,Fear,948
71,23,Fear 8 Male.JPG,3.3,Fear,Fear,6088
72,23,Fear 8 Male.JPG,3.3,Fear,Fear,3680
40,24,Anger 8 Male.JPG,3.3,Fear,Anger,1909
53,24,Anger 8 Male.JPG,3.3,Fear,Anger,7045
56,24,Anger 8 Male.JPG,3.3,Fear,Anger,1330
59,24,Anger 8 Male.JPG,3.3,Fear,Anger,1405
63,24,Anger 8 Male.JPG,3.3,Fear,Anger,1541
65,24,Anger 8 Male.JPG,3.3,Fear,Anger,1655
66,24,Anger 8 Male.JPG,3.3,Fear,Anger,1821
67,24,Anger 8 Male.JPG,3.3,Fear,Anger,1272
68,24,Anger 8 Male.JPG,3.3,Fear,Anger,1006
69,24,Anger 8 Male.JPG,3.3,Fear,Anger,1158
71,24,Anger 8 Male.JPG,3.3,Fear,Anger,2288
72,24,Anger 8 Male.JPG,3.3,Fear,Anger,9479
39,24,Fear 8 Male.JPG,3.3,Fear,Fear,2149
42,24,Fear 8 Male.JPG,3.3,Fear,Fear,2013
45,24,Fear 8 Male.JPG,3.3,Fear,Fear,1101
46,24,Fear 8 Male.JPG,3.3,Fear,Fear,1538
48,24,Fear 8 Male.JPG,3.3,Fear,Fear,1562
50,24,Fear 8 Male.JPG,3.3,Fear,Fear,5516
52,24,Fear 8 Male.JPG,3.3,Fear,Fear,947
54,24,Fear 8 Male.JPG,3.3,Fear,Fear,2477
55,24,Fear 8 Male.JPG,3.3,Fear,Fear,1748
58,24,Fear 8 Male.JPG,3.3,Fear,Fear,2271
60,24,Fear 8 Male.JPG,3.3,Fear,Fear,759
61,24,Fear 8 Male.JPG,3.3,Fear,Fear,1253
62,24,Fear 8 Male.JPG,3.3,Fear,Fear,2033
70,24,Fear 8 Male.JPG,3.3,Fear,Fear,1618
38,25,Anger 5 Female.JPG,3.33,Fear,Anger,2938
39,25,Anger 5 Female.JPG,3.33,Fear,Anger,4421
42,25,Anger 5 Female.JPG,3.33,Fear,Anger,3543
45,25,Anger 5 Female.JPG,3.33,Fear,Anger,5116
46,25,Anger 5 Female.JPG,3.33,Fear,Anger,1533
48,25,Anger 5 Female.JPG,3.33,Fear,Anger,1706
55,25,Anger 5 Female.JPG,3.33,Fear,Anger,969
57,25,Anger 5 Female.JPG,3.33,Fear,Anger,2094
58,25,Anger 5 Female.JPG,3.33,Fear,Anger,1460
60,25,Anger 5 Female.JPG,3.33,Fear,Anger,499
61,25,Anger 5 Female.JPG,3.33,Fear,Anger,1229
62,25,Anger 5 Female.JPG,3.33,Fear,Anger,2955
70,25,Anger 5 Female.JPG,3.33,Fear,Anger,929
40,25,Fear 5 Female.JPG,4.25,Fear,Fear,1841
44,25,Fear 5 Female.JPG,4.25,Fear,Fear,1411
47,25,Fear 5 Female.JPG,4.25,Fear,Fear,2416
51,25,Fear 5 Female.JPG,4.25,Fear,Fear,2325
53,25,Fear 5 Female.JPG,4.25,Fear,Fear,2613
56,25,Fear 5 Female.JPG,4.25,Fear,Fear,1467
59,25,Fear 5 Female.JPG,4.25,Fear,Fear,1154
63,25,Fear 5 Female.JPG,4.25,Fear,Fear,914
64,25,Fear 5 Female.JPG,4.25,Fear,Fear,1538
65,25,Fear 5 Female.JPG,4.25,Fear,Fear,1146
66,25,Fear 5 Female.JPG,4.25,Fear,Fear,1505
67,25,Fear 5 Female.JPG,4.25,Fear,Fear,1188
68,25,Fear 5 Female.JPG,4.25,Fear,Fear,1013
69,25,Fear 5 Female.JPG,4.25,Fear,Fear,951
71,25,Fear 5 Female.JPG,4.25,Fear,Fear,2477
72,25,Fear 5 Female.JPG,4.25,Fear,Fear,4764
40,26,Anger 5 Female.JPG,3.33,Fear,Anger,1580
44,26,Anger 5 Female.JPG,3.33,Fear,Anger,2961
51,26,Anger 5 Female.JPG,3.33,Fear,Anger,9479
53,26,Anger 5 Female.JPG,3.33,Fear,Anger,3055
56,26,Anger 5 Female.JPG,3.33,Fear,Anger,1463
59,26,Anger 5 Female.JPG,3.33,Fear,Anger,1387
63,26,Anger 5 Female.JPG,3.33,Fear,Anger,973
64,26,Anger 5 Female.JPG,3.33,Fear,Anger,1964
65,26,Anger 5 Female.JPG,3.33,Fear,Anger,1894
66,26,Anger 5 Female.JPG,3.33,Fear,Anger,1638
67,26,Anger 5 Female.JPG,3.33,Fear,Anger,2341
68,26,Anger 5 Female.JPG,3.33,Fear,Anger,1385
71,26,Anger 5 Female.JPG,3.33,Fear,Anger,2120
72,26,Anger 5 Female.JPG,3.33,Fear,Anger,3456
38,26,Fear 5 Female.JPG,4.25,Fear,Fear,2697
39,26,Fear 5 Female.JPG,4.25,Fear,Fear,2380
42,26,Fear 5 Female.JPG,4.25,Fear,Fear,1676
45,26,Fear 5 Female.JPG,4.25,Fear,Fear,2098
46,26,Fear 5 Female.JPG,4.25,Fear,Fear,1903
48,26,Fear 5 Female.JPG,4.25,Fear,Fear,3154
50,26,Fear 5 Female.JPG,4.25,Fear,Fear,3125
52,26,Fear 5 Female.JPG,4.25,Fear,Fear,1529
54,26,Fear 5 Female.JPG,4.25,Fear,Fear,2337
55,26,Fear 5 Female.JPG,4.25,Fear,Fear,1774
58,26,Fear 5 Female.JPG,4.25,Fear,Fear,2563
60,26,Fear 5 Female.JPG,4.25,Fear,Fear,363
61,26,Fear 5 Female.JPG,4.25,Fear,Fear,1277
62,26,Fear 5 Female.JPG,4.25,Fear,Fear,3088
70,26,Fear 5 Female.JPG,4.25,Fear,Fear,2188
40,28,Anger 6 Female.JPG,3.1,Fear,Anger,2247
44,28,Anger 6 Female.JPG,3.1,Fear,Anger,3150
53,28,Anger 6 Female.JPG,3.1,Fear,Anger,6904
56,28,Anger 6 Female.JPG,3.1,Fear,Anger,1547
59,28,Anger 6 Female.JPG,3.1,Fear,Anger,1157
64,28,Anger 6 Female.JPG,3.1,Fear,Anger,2938
66,28,Anger 6 Female.JPG,3.1,Fear,Anger,1369
67,28,Anger 6 Female.JPG,3.1,Fear,Anger,1232
68,28,Anger 6 Female.JPG,3.1,Fear,Anger,1215
69,28,Anger 6 Female.JPG,3.1,Fear,Anger,1619
71,28,Anger 6 Female.JPG,3.1,Fear,Anger,3176
72,28,Anger 6 Female.JPG,3.1,Fear,Anger,9479
38,28,Fear 6 Female.JPG,3.67,Fear,Fear,3413
39,28,Fear 6 Female.JPG,3.67,Fear,Fear,1983
42,28,Fear 6 Female.JPG,3.67,Fear,Fear,1735
45,28,Fear 6 Female.JPG,3.67,Fear,Fear,1833
48,28,Fear 6 Female.JPG,3.67,Fear,Fear,2010
50,28,Fear 6 Female.JPG,3.67,Fear,Fear,6088
52,28,Fear 6 Female.JPG,3.67,Fear,Fear,1128
54,28,Fear 6 Female.JPG,3.67,Fear,Fear,1676
55,28,Fear 6 Female.JPG,3.67,Fear,Fear,1358
57,28,Fear 6 Female.JPG,3.67,Fear,Fear,3276
58,28,Fear 6 Female.JPG,3.67,Fear,Fear,6088
61,28,Fear 6 Female.JPG,3.67,Fear,Fear,1183
62,28,Fear 6 Female.JPG,3.67,Fear,Fear,2369
70,28,Fear 6 Female.JPG,3.67,Fear,Fear,1433
40,30,Anger 7 Female.JPG,3.43,Fear,Anger,1149
44,30,Anger 7 Female.JPG,3.43,Fear,Anger,2509
47,30,Anger 7 Female.JPG,3.43,Fear,Anger,2246
51,30,Anger 7 Female.JPG,3.43,Fear,Anger,1809
53,30,Anger 7 Female.JPG,3.43,Fear,Anger,2208
56,30,Anger 7 Female.JPG,3.43,Fear,Anger,1822
59,30,Anger 7 Female.JPG,3.43,Fear,Anger,1110
63,30,Anger 7 Female.JPG,3.43,Fear,Anger,1304
65,30,Anger 7 Female.JPG,3.43,Fear,Anger,1069
66,30,Anger 7 Female.JPG,3.43,Fear,Anger,3031
67,30,Anger 7 Female.JPG,3.43,Fear,Anger,2971
68,30,Anger 7 Female.JPG,3.43,Fear,Anger,1330
71,30,Anger 7 Female.JPG,3.43,Fear,Anger,1721
72,30,Anger 7 Female.JPG,3.43,Fear,Anger,5326
38,30,Fear 7 Female.JPG,3.53,Fear,Fear,5467
39,30,Fear 7 Female.JPG,3.53,Fear,Fear,2279
42,30,Fear 7 Female.JPG,3.53,Fear,Fear,2200
45,30,Fear 7 Female.JPG,3.53,Fear,Fear,2521
46,30,Fear 7 Female.JPG,3.53,Fear,Fear,3652
48,30,Fear 7 Female.JPG,3.53,Fear,Fear,976
50,30,Fear 7 Female.JPG,3.53,Fear,Fear,3833
55,30,Fear 7 Female.JPG,3.53,Fear,Fear,1637
57,30,Fear 7 Female.JPG,3.53,Fear,Fear,4277
58,30,Fear 7 Female.JPG,3.53,Fear,Fear,1510
60,30,Fear 7 Female.JPG,3.53,Fear,Fear,550
70,30,Fear 7 Female.JPG,3.53,Fear,Fear,1342
38,31,Anger 8 Female.JPG,2.78,Fear,Anger,5835
39,31,Anger 8 Female.JPG,2.78,Fear,Anger,5227
42,31,Anger 8 Female.JPG,2.78,Fear,Anger,4773
45,31,Anger 8 Female.JPG,2.78,Fear,Anger,9479
46,31,Anger 8 Female.JPG,2.78,Fear,Anger,2277
48,31,Anger 8 Female.JPG,2.78,Fear,Anger,2032
50,31,Anger 8 Female.JPG,2.78,Fear,Anger,7024
57,31,Anger 8 Female.JPG,2.78,Fear,Anger,2940
58,31,Anger 8 Female.JPG,2.78,Fear,Anger,1668
62,31,Anger 8 Female.JPG,2.78,Fear,Anger,4113
70,31,Anger 8 Female.JPG,2.78,Fear,Anger,1147
40,31,Fear 8 Female.JPG,3.88,Fear,Fear,1185
44,31,Fear 8 Female.JPG,3.88,Fear,Fear,1162
47,31,Fear 8 Female.JPG,3.88,Fear,Fear,1947
51,31,Fear 8 Female.JPG,3.88,Fear,Fear,1742
53,31,Fear 8 Female.JPG,3.88,Fear,Fear,4226
56,31,Fear 8 Female.JPG,3.88,Fear,Fear,1222
59,31,Fear 8 Female.JPG,3.88,Fear,Fear,904
63,31,Fear 8 Female.JPG,3.88,Fear,Fear,1024
64,31,Fear 8 Female.JPG,3.88,Fear,Fear,1590
65,31,Fear 8 Female.JPG,3.88,Fear,Fear,1277
66,31,Fear 8 Female.JPG,3.88,Fear,Fear,1698
67,31,Fear 8 Female.JPG,3.88,Fear,Fear,1446
68,31,Fear 8 Female.JPG,3.88,Fear,Fear,1131
69,31,Fear 8 Female.JPG,3.88,Fear,Fear,1167
71,31,Fear 8 Female.JPG,3.88,Fear,Fear,5690
40,32,Anger 8 Female.JPG,2.78,Fear,Anger,1635
44,32,Anger 8 Female.JPG,2.78,Fear,Anger,3082
51,32,Anger 8 Female.JPG,2.78,Fear,Anger,1504
53,32,Anger 8 Female.JPG,2.78,Fear,Anger,2820
56,32,Anger 8 Female.JPG,2.78,Fear,Anger,2074
59,32,Anger 8 Female.JPG,2.78,Fear,Anger,1700
63,32,Anger 8 Female.JPG,2.78,Fear,Anger,1424
64,32,Anger 8 Female.JPG,2.78,Fear,Anger,1450
65,32,Anger 8 Female.JPG,2.78,Fear,Anger,1698
66,32,Anger 8 Female.JPG,2.78,Fear,Anger,1759
67,32,Anger 8 Female.JPG,2.78,Fear,Anger,1811
69,32,Anger 8 Female.JPG,2.78,Fear,Anger,1426
71,32,Anger 8 Female.JPG,2.78,Fear,Anger,3607
72,32,Anger 8 Female.JPG,2.78,Fear,Anger,5730
38,32,Fear 8 Female.JPG,3.88,Fear,Fear,4428
39,32,Fear 8 Female.JPG,3.88,Fear,Fear,3110
42,32,Fear 8 Female.JPG,3.88,Fear,Fear,4801
45,32,Fear 8 Female.JPG,3.88,Fear,Fear,2884
46,32,Fear 8 Female.JPG,3.88,Fear,Fear,1852
48,32,Fear 8 Female.JPG,3.88,Fear,Fear,2152
50,32,Fear 8 Female.JPG,3.88,Fear,Fear,3147
52,32,Fear 8 Female.JPG,3.88,Fear,Fear,1875
54,32,Fear 8 Female.JPG,3.88,Fear,Fear,1865
55,32,Fear 8 Female.JPG,3.88,Fear,Fear,1728
57,32,Fear 8 Female.JPG,3.88,Fear,Fear,2817
58,32,Fear 8 Female.JPG,3.88,Fear,Fear,4755
60,32,Fear 8 Female.JPG,3.88,Fear,Fear,933
61,32,Fear 8 Female.JPG,3.88,Fear,Fear,1110
62,32,Fear 8 Female.JPG,3.88,Fear,Fear,2453
70,32,Fear 8 Female.JPG,3.88,Fear,Fear,1997
