Subject,Vignette,Face,Experiment,StoryEmotion,FaceExpression,Congruency,RT
12,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,1019
13,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,1885
14,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,2335
15,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,1390
16,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,1154
17,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,1158
19,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,698
21,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,852
22,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,1514
27,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,832
29,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,1697
30,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,1523
31,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,806
32,39,Sad 3 Male.JPG,2,Sad,Sad,Congruent,1215
34,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,1429
36,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,2376
37,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,1729
100,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,1181
200,39,Happy 1 Male.JPG,2,Sad,Happy,Incongruent,2258
38,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,5565
39,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,2021
40,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,2203
42,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,2724
44,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,2725
45,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,2338
46,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,2033
47,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,2241
48,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,1076
50,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,5565
51,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,2148
53,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,2329
54,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,1949
55,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,2732
56,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,1014
57,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,2661
58,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,1412
59,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,915
60,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,695
61,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,1154
62,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,2125
63,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,1684
64,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,2004
65,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,1135
66,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,1241
67,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,1670
68,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,967
69,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,939
70,8,Anger 4 Male.JPG,1,Anger,Anger,Congruent,2077
71,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,9652
72,8,Fear 4 Male.JPG,1,Anger,Fear,Incongruent,9652
1,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1462
2,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,3186
5,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1283
6,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,4602
8,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1613
9,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1052
10,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,2211
11,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,885
12,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,871
13,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1535
14,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,2208
15,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,706
16,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,2643
17,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1527
18,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1338
19,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1923
20,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1425
21,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,734
22,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1163
26,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1165
27,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,753
28,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1023
29,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,4491
30,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1913
31,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1139
32,40,Sad 4 Male.JPG,2,Happy,Sad,Incongruent,1295
34,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,630
36,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,2145
37,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1362
49,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1222
100,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1439
200,40,Happy 2 Male.JPG,2,Happy,Happy,Congruent,1771
38,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,9652
39,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,3045
40,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1199
44,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2010
45,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,2635
46,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,3667
47,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2107
50,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,5922
51,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1161
52,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1318
53,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,3291
54,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1540
55,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1599
56,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1220
57,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,2878
58,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,988
59,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,941
61,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1319
62,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,6884
63,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,892
64,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1402
65,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1175
66,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,755
67,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1300
69,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1001
70,9,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1529
71,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1758
72,9,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2154
1,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1349
2,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,2571
5,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1408
6,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1388
8,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1509
9,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1031
10,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1423
11,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1076
12,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,920
13,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1339
14,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1773
15,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1358
16,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1425
17,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1304
18,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1163
19,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,838
20,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1134
21,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,916
22,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1623
26,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1436
27,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1915
28,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1289
29,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,2663
31,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,747
32,41,Happy 5 Male.JPG,2,Happy,Happy,Congruent,1459
36,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,2978
37,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1374
100,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1188
200,41,Sad 7 Male.JPG,2,Happy,Sad,Incongruent,1866
38,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2896
39,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2676
40,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1836
42,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2464
44,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,2897
45,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2343
46,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1386
47,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,2288
48,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1103
50,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,3923
51,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1389
52,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1167
53,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,2520
54,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1248
55,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2318
57,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1760
58,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1400
59,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,815
61,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,1200
62,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,2325
63,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1127
64,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,2645
65,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1259
66,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1631
67,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,2671
68,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,1069
69,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,913
70,10,Anger 1 Female.JPG,1,Anger,Anger,Congruent,951
71,10,Fear 1 Female.JPG,1,Anger,Fear,Incongruent,8715
1,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,2874
2,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,2139
6,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,2948
8,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,1270
9,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,1282
10,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,1168
11,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,649
12,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,871
13,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,9131
14,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,2045
15,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,931
16,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,1608
17,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,1494
18,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,1303
20,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,3976
21,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,792
22,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,1424
27,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,932
29,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,2153
30,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,1561
31,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,752
32,42,Happy 6 Male.JPG,2,Sad,Happy,Incongruent,1257
36,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,1720
37,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,1244
49,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,2587
100,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,907
200,42,Sad 8 Male.JPG,2,Sad,Sad,Congruent,2560
38,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,3961
40,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1638
42,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,5131
44,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1700
45,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1485
46,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1497
47,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1475
48,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1639
50,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,9652
51,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1277
52,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1667
53,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,2604
54,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,3368
55,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,2715
56,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1752
57,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,2634
58,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1705
59,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,919
62,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,3754
63,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1166
64,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1173
65,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1127
66,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1086
67,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1310
68,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1010
69,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,933
70,11,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1175
71,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,2903
72,11,Anger 2 Female.JPG,1,Anger,Anger,Congruent,3644
6,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1608
9,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1102
10,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1091
11,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,1099
13,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1698
14,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,1666
15,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,1041
16,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1623
17,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1465
19,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,915
20,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1670
21,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,878
22,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,1841
26,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,714
27,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,753
28,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,832
29,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1892
30,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1199
31,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,752
32,43,Sad 5 Female.JPG,2,Sad,Sad,Congruent,1267
34,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,693
36,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,1511
37,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,1097
49,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,3279
100,43,Happy 7 Female.JPG,2,Sad,Happy,Incongruent,965
38,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,2333
39,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,2152
40,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1414
42,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1915
45,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1363
46,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1969
47,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,2154
48,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1390
50,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,2279
51,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1705
52,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1263
53,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,2945
54,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1625
55,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,2654
56,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1581
58,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1138
59,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1553
60,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,488
62,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,3168
63,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1301
64,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,2459
65,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1669
66,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1571
67,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1025
68,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,1935
69,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,988
70,12,Anger 2 Female.JPG,1,Anger,Anger,Congruent,1105
71,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,2632
72,12,Fear 2 Female.JPG,1,Anger,Fear,Incongruent,9373
1,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1323
2,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1739
5,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,931
6,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,2812
8,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,1811
9,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1184
10,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1216
11,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,748
12,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,1137
13,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,3260
14,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,1046
15,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,760
16,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1553
17,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1496
18,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1380
19,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1514
20,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1742
21,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1127
22,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,1307
26,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,986
27,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,718
28,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,866
29,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1935
30,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1297
32,44,Sad 6 Female.JPG,2,Happy,Sad,Incongruent,1686
34,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,952
36,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,1996
37,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,771
49,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,853
100,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,1736
200,44,Happy 8 Female.JPG,2,Happy,Happy,Congruent,2137
39,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,2936
40,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1136
42,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,2896
45,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,2162
47,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1450
48,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1234
51,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1403
52,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1733
53,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,5565
54,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1790
55,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,3268
56,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1636
57,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,4179
58,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1853
59,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1614
60,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1054
61,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1314
63,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1338
64,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,998
65,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1181
66,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1763
67,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1807
68,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,902
69,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1269
70,13,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1329
71,13,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1933
1,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,1399
2,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,1296
5,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1299
6,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,2335
10,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,1216
11,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1788
12,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1129
13,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,2268
14,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,2652
15,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,824
16,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,1128
17,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,1189
18,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,765
19,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,957
20,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,900
21,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,1044
22,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1330
26,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1097
27,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1056
28,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1234
29,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,1450
30,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,2773
31,45,Happy 7 Female.JPG,2,Happy,Happy,Congruent,764
34,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1175
36,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,2848
37,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1677
100,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1270
200,45,Sad 5 Female.JPG,2,Happy,Sad,Incongruent,1610
38,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,3841
39,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,5018
40,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1837
42,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,2585
44,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,3238
45,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,3411
46,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,2251
47,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,3535
48,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,3033
50,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,5341
52,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1900
53,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,2536
54,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,2144
55,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1804
56,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,2022
58,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1454
59,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1714
60,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,682
61,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1223
62,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,3216
63,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1601
64,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1421
65,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1204
67,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1477
68,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,1151
70,14,Anger 3 Female.JPG,1,Anger,Anger,Congruent,1675
71,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,4173
72,14,Fear 3 Female.JPG,1,Anger,Fear,Incongruent,7464
1,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1331
2,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1546
5,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1389
6,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,3842
