Subject,Vignette,Face,Arousal,StoryEmotion,FaceExpression,Accuracy
70,31,Anger 8 Female.JPG,2.78,Fear,Anger,1
71,32,Anger 8 Female.JPG,2.78,Fear,Anger,1
72,32,Anger 8 Female.JPG,2.78,Fear,Anger,1
38,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
39,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
40,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
42,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
44,24,Anger 8 Male.JPG,3.3,Fear,Anger,0
45,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
46,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
47,24,Anger 8 Male.JPG,3.3,Fear,Anger,0
48,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
50,23,Anger 8 Male.JPG,3.3,Fear,Anger,0
51,24,Anger 8 Male.JPG,3.3,Fear,Anger,0
52,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
53,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
54,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
55,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
56,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
57,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
58,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
59,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
61,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
62,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
63,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
64,24,Anger 8 Male.JPG,3.3,Fear,Anger,0
65,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
66,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
67,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
68,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
69,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
70,23,Anger 8 Male.JPG,3.3,Fear,Anger,1
71,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
72,24,Anger 8 Male.JPG,3.3,Fear,Anger,1
38,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
39,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
40,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
42,9,Fear 1 Female.JPG,4.21,Anger,Fear,0
44,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
45,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
46,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
47,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
48,9,Fear 1 Female.JPG,4.21,Anger,Fear,0
50,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
51,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
52,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
53,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
54,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
55,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
56,10,Fear 1 Female.JPG,4.21,Anger,Fear,0
57,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
58,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
59,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
60,9,Fear 1 Female.JPG,4.21,Anger,Fear,0
61,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
62,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
63,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
64,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
65,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
66,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
67,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
68,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
69,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
70,9,Fear 1 Female.JPG,4.21,Anger,Fear,1
71,10,Fear 1 Female.JPG,4.21,Anger,Fear,1
72,10,Fear 1 Female.JPG,4.21,Anger,Fear,0
38,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
39,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
40,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
44,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
45,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
46,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
47,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
48,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
50,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
51,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
52,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
53,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
54,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
55,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
56,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
58,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
59,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
60,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
61,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
62,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
63,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
64,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
65,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
66,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
67,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
68,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
69,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
70,1,Fear 1 Male.JPG,3.67,Anger,Fear,1
71,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
72,2,Fear 1 Male.JPG,3.67,Anger,Fear,1
38,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
39,11,Fear 2 Female.JPG,3.61,Anger,Fear,0
40,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
42,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
44,12,Fear 2 Female.JPG,3.61,Anger,Fear,0
45,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
46,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
47,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
48,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
50,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
51,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
52,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
53,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
54,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
55,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
56,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
57,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
58,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
59,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
60,11,Fear 2 Female.JPG,3.61,Anger,Fear,0
62,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
63,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
64,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
65,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
66,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
67,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
68,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
69,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
70,11,Fear 2 Female.JPG,3.61,Anger,Fear,1
71,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
72,12,Fear 2 Female.JPG,3.61,Anger,Fear,1
38,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
39,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
40,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
42,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
44,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
45,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
46,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
47,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
48,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
50,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
51,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
52,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
53,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
54,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
55,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
56,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
57,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
58,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
59,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
60,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
61,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
62,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
63,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
64,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
65,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
66,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
67,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
68,4,Fear 2 Male.JPG,3.54,Anger,Fear,0
69,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
70,3,Fear 2 Male.JPG,3.54,Anger,Fear,1
71,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
72,4,Fear 2 Male.JPG,3.54,Anger,Fear,1
38,13,Fear 3 Female.JPG,3.42,Anger,Fear,0
39,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
40,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
42,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
44,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
45,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
46,13,Fear 3 Female.JPG,3.42,Anger,Fear,0
47,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
48,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
50,13,Fear 3 Female.JPG,3.42,Anger,Fear,0
51,14,Fear 3 Female.JPG,3.42,Anger,Fear,0
52,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
53,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
54,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
55,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
56,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
57,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
58,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
59,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
60,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
61,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
62,13,Fear 3 Female.JPG,3.42,Anger,Fear,0
63,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
64,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
65,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
66,14,Fear 3 Female.JPG,3.42,Anger,Fear,0
67,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
68,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
70,13,Fear 3 Female.JPG,3.42,Anger,Fear,1
71,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
72,14,Fear 3 Female.JPG,3.42,Anger,Fear,1
38,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
39,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
40,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
42,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
44,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
45,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
46,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
47,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
48,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
50,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
51,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
52,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
53,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
54,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
55,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
56,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
58,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
59,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
60,5,Fear 3 Male.JPG,4.31,Anger,Fear,0
61,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
62,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
63,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
64,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
65,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
66,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
67,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
68,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
69,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
70,5,Fear 3 Male.JPG,4.31,Anger,Fear,1
71,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
72,6,Fear 3 Male.JPG,4.31,Anger,Fear,1
38,15,Fear 4 Female.JPG,4.08,Anger,Fear,0
39,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
40,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
42,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
44,16,Fear 4 Female.JPG,4.08,Anger,Fear,0
45,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
46,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
47,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
48,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
50,15,Fear 4 Female.JPG,4.08,Anger,Fear,0
51,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
52,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
53,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
54,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
55,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
56,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
57,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
58,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
59,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
60,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
62,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
63,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
64,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
65,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
66,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
67,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
68,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
69,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
70,15,Fear 4 Female.JPG,4.08,Anger,Fear,1
71,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
72,16,Fear 4 Female.JPG,4.08,Anger,Fear,1
38,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
39,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
40,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
42,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
44,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
45,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
46,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
47,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
48,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
50,7,Fear 4 Male.JPG,3.29,Anger,Fear,0
51,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
52,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
53,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
54,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
55,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
56,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
57,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
58,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
59,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
60,7,Fear 4 Male.JPG,3.29,Anger,Fear,0
61,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
62,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
63,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
64,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
65,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
66,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
67,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
68,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
69,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
70,7,Fear 4 Male.JPG,3.29,Anger,Fear,1
71,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
72,8,Fear 4 Male.JPG,3.29,Anger,Fear,1
38,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
39,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
40,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
42,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
44,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
45,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
46,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
47,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
48,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
50,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
51,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
52,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
53,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
54,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
55,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
56,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
58,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
59,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
60,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
61,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
62,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
63,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
64,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
65,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
66,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
67,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
68,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
69,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
70,26,Fear 5 Female.JPG,4.25,Fear,Fear,1
71,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
72,25,Fear 5 Female.JPG,4.25,Fear,Fear,1
38,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
39,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
40,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
42,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
44,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
45,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
46,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
47,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
48,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
50,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
51,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
53,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
54,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
55,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
56,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
57,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
58,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
59,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
60,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
61,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
62,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
63,17,Fear 5 Male.JPG,4.62,Fear,Fear,0
64,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
65,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
66,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
67,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
68,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
69,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
70,18,Fear 5 Male.JPG,4.62,Fear,Fear,1
71,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
72,17,Fear 5 Male.JPG,4.62,Fear,Fear,1
38,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
39,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
40,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
42,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
44,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
45,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
47,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
48,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
50,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
51,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
52,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
53,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
54,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
55,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
56,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
57,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
58,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
59,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
60,28,Fear 6 Female.JPG,3.67,Fear,Fear,0
61,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
62,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
63,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
64,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
65,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
66,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
67,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
68,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
69,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
70,28,Fear 6 Female.JPG,3.67,Fear,Fear,1
71,27,Fear 6 Female.JPG,3.67,Fear,Fear,1
72,27,Fear 6 Female.JPG,3.67,Fear,Fear,0
38,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
39,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
40,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
42,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
44,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
45,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
46,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
47,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
48,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
50,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
51,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
52,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
53,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
54,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
55,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
56,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
57,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
58,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
59,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
60,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
62,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
63,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
64,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
65,19,Fear 6 Male.JPG,3.88,Fear,Fear,0
66,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
67,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
68,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
69,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
70,20,Fear 6 Male.JPG,3.88,Fear,Fear,1
71,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
72,19,Fear 6 Male.JPG,3.88,Fear,Fear,1
38,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
39,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
42,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
44,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
45,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
46,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
47,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
48,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
50,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
51,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
53,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
55,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
56,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
57,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
58,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
59,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
60,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
63,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
64,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
65,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
67,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
68,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
69,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
70,30,Fear 7 Female.JPG,3.53,Fear,Fear,1
71,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
72,29,Fear 7 Female.JPG,3.53,Fear,Fear,1
38,22,Fear 7 Male.JPG,3.89,Fear,Fear,0
39,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
40,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
42,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
44,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
45,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
46,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
47,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
48,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
50,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
51,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
52,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
53,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
54,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
55,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
56,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
