Subject,ExperimentName,Trials,KDEFfaces,Arousal,StoryEmotion,FaceExpression,Stats,RT,,
42,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,3543.00,,
44,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,2961.00,,
45,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,5116.00,,
46,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1533.00,,
48,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1706.00,,
51,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,9479.00,,
53,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,3055.00,,
55,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,969.00,,
56,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1463.00,,
57,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,2094.00,,
58,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1460.00,,
59,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1387.00,,
60,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,499.00,,
61,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1229.00,,
62,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,2955.00,,
63,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,973.00,,
64,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1964.00,,
65,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1894.00,,
66,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1638.00,,
67,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,2341.00,,
68,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,1385.00,,
70,SS Study 2 ExpB,25,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,929.00,,
71,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,2120.00,,
72,SS Study 2 ExpA,26,Anger 5 Female.JPG,3.33,Fear,Anger,Total Slide1.RT,3456.00,,
38,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,4881.00,,
39,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,2694.00,,
40,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1616.00,,
42,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,2870.00,,
44,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1955.00,,
45,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,3690.00,,
46,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,1738.00,,
47,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,3253.00,,
48,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,945.00,,
50,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,6088.00,,
51,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1632.00,,
52,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,1228.00,,
53,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,2373.00,,
54,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,1697.00,,
55,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,2936.00,,
56,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1450.00,,
58,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,1332.00,,
59,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,672.00,,
60,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,562.00,,
61,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,1207.00,,
62,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,3059.00,,
63,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1057.00,,
64,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,790.00,,
65,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1289.00,,
66,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1414.00,,
67,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1340.00,,
68,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,959.00,,
69,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,1163.00,,
70,SS Study 2 ExpB,17,Anger 5 Male.JPG,3.27,Fear,Fear,Total Slide1.RT,1689.00,,
71,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,3174.00,,
72,SS Study 2 ExpA,18,Anger 5 Male.JPG,3.27,Fear,Anger,Total Slide1.RT,3566.00,,
38,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,5564.00,,
39,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,5826.00,,
40,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,2247.00,,
44,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,3150.00,,
48,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,7913.00,,
52,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1272.00,,
53,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,6904.00,,
55,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1017.00,,
56,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1547.00,,
57,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,6568.00,,
58,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,2320.00,,
59,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1157.00,,
60,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,658.00,,
62,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,7079.00,,
64,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,2938.00,,
66,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1369.00,,
67,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1232.00,,
68,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1215.00,,
69,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1619.00,,
70,SS Study 2 ExpB,27,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,1968.00,,
71,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,3176.00,,
72,SS Study 2 ExpA,28,Anger 6 Female.JPG,3.1,Fear,Anger,Total Slide1.RT,9479.00,,
38,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,3423.00,,
39,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,2788.00,,
40,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1186.00,,
42,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,4730.00,,
45,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1451.00,,
46,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1616.00,,
47,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,3012.00,,
48,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1323.00,,
51,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,4246.00,,
52,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1561.00,,
53,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,2623.00,,
54,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,2656.00,,
55,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,3089.00,,
56,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,2274.00,,
57,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,2100.00,,
59,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1250.00,,
62,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,2775.00,,
63,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1436.00,,
64,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1937.00,,
65,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,994.00,,
66,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1225.00,,
67,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1169.00,,
68,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1376.00,,
69,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,921.00,,
70,SS Study 2 ExpB,19,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,1737.00,,
71,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,3333.00,,
72,SS Study 2 ExpA,20,Anger 6 Male.JPG,3.77,Fear,Anger,Total Slide1.RT,8473.00,,
38,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,3104.00,,
39,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,2297.00,,
40,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1149.00,,
42,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,3095.00,,
44,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,2509.00,,
46,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,2897.00,,
47,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,2246.00,,
51,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1809.00,,
52,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1458.00,,
53,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,2208.00,,
54,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1914.00,,
55,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1507.00,,
56,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1822.00,,
57,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,2477.00,,
58,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1482.00,,
59,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1110.00,,
60,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,828.00,,
61,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1200.00,,
63,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1304.00,,
65,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1069.00,,
66,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,3031.00,,
67,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,2971.00,,
68,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1330.00,,
70,SS Study 2 ExpB,29,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1334.00,,
71,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,1721.00,,
72,SS Study 2 ExpA,30,Anger 7 Female.JPG,3.43,Fear,Anger,Total Slide1.RT,5326.00,,
39,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,2972.00,,
44,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1743.00,,
45,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,9479.00,,
46,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,2400.00,,
47,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,3371.00,,
51,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,2137.00,,
52,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1416.00,,
53,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,3672.00,,
55,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,3124.00,,
56,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,2056.00,,
57,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,3635.00,,
58,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,2871.00,,
59,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,654.00,,
60,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1010.00,,
63,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1198.00,,
64,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1517.00,,
65,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1020.00,,
66,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1829.00,,
67,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1994.00,,
69,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,825.00,,
70,SS Study 2 ExpB,21,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,1308.00,,
71,SS Study 2 ExpA,22,Anger 7 Male.JPG,3.23,Fear,Anger,Total Slide1.RT,2310.00,,
38,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,5835.00,,
39,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,5227.00,,
40,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1635.00,,
42,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,4773.00,,
44,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,3082.00,,
45,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,9479.00,,
46,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,2277.00,,
48,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,2032.00,,
50,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,7024.00,,
51,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1504.00,,
53,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,2820.00,,
56,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,2074.00,,
57,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,2940.00,,
58,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1668.00,,
59,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1700.00,,
62,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,4113.00,,
63,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1424.00,,
64,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1450.00,,
65,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1698.00,,
66,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1759.00,,
67,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1811.00,,
69,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1426.00,,
70,SS Study 2 ExpB,31,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,1147.00,,
71,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,3607.00,,
72,SS Study 2 ExpA,32,Anger 8 Female.JPG,2.78,Fear,Anger,Total Slide1.RT,5730.00,,
38,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,2429.00,,
39,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1818.00,,
40,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1909.00,,
42,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,2586.00,,
45,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,4272.00,,
46,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1621.00,,
48,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1679.00,,
52,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,937.00,,
53,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,7045.00,,
54,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1679.00,,
55,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,4906.00,,
56,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1330.00,,
57,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,3778.00,,
58,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1299.00,,
59,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1405.00,,
61,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1297.00,,
62,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,3467.00,,
63,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1541.00,,
65,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1655.00,,
66,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1821.00,,
67,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1272.00,,
68,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1006.00,,
69,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,1158.00,,
70,SS Study 2 ExpB,23,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,876.00,,
71,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,2288.00,,
72,SS Study 2 ExpA,24,Anger 8 Male.JPG,3.3,Fear,Anger,Total Slide1.RT,9479.00,,
38,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,9652.00,,
39,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,3045.00,,
40,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1836.00,,
44,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,2897.00,,
45,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,2635.00,,
46,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,3667.00,,
47,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,2288.00,,
50,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,5922.00,,
51,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1389.00,,
52,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1318.00,,
53,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,2520.00,,
54,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1540.00,,
55,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1599.00,,
57,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,2878.00,,
58,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,988.00,,
59,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,815.00,,
61,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1319.00,,
62,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,6884.00,,
63,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1127.00,,
64,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,2645.00,,
65,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1259.00,,
66,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1631.00,,
67,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,2671.00,,
68,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1069.00,,
69,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,913.00,,
70,SS Study 2 ExpB,9,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,1529.00,,
71,SS Study 2 ExpA,10,Fear 1 Female.JPG,4.21,Anger,Fear,Total Slide1.RT,8715.00,,
38,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,9652.00,,
39,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,2633.00,,
40,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1575.00,,
44,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,3089.00,,
45,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,2560.00,,
46,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,2398.00,,
47,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,3521.00,,
48,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1525.00,,
50,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,6614.00,,
51,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,3742.00,,
